Company Name;Global Company Key;Ticker;Data Date;Data Year - Fiscal;Industry Format;Level of Consolidation - Company Annual Descriptor;Population Source;Data Format;ISO Currency Code;Assets - Total;Capital Expenditures;Earnings Before Interest and Taxes;Earnings Before Interest;Gross Profit (Loss);Net Income (Loss);Sales/Turnover (Net);Active/Inactive Status Marker
OCCIDENTAL PETROLEUM CORP;008068;OXY;31/12/2017;2017;INDL;C;D;STD;USD;42026,00;3599,00;698,00;4700,00;6206,00;1311,00;12508,00;A
FIRSTENERGY CORP;008099;FE;31/12/2017;2017;INDL;C;D;STD;USD;42257,00;2841,00;2891,00;4337,00;4337,00;-1724,00;14012,00;A
ONEOK INC;008151;OKE;31/12/2017;2017;INDL;C;D;STD;USD;16845,94;512,39;1445,94;1852,28;1852,28;387,84;12173,91;A
O-I GLASS INC;008215;OI;31/12/2017;2017;INDL;C;D;STD;USD;9756,00;441,00;541,00;981,00;1543,00;180,00;6880,00;A
PNC FINANCIAL SVCS GROUP INC;008245;PNC;31/12/2017;2017;FS;C;D;STD;USD;380768,00;;;;;;;A
PNC FINANCIAL SVCS GROUP INC;008245;PNC;31/12/2017;2017;INDL;C;D;STD;USD;380768,00;0,00;7614,00;8731,00;15888,00;5338,00;18035,00;A
PPG INDUSTRIES INC;008247;PPG;31/12/2017;2017;INDL;C;D;STD;USD;16538,00;360,00;2075,00;2535,00;6552,00;1594,00;14759,00;A
PACCAR INC;008253;PCAR;31/12/2017;2017;INDL;C;D;STD;USD;23440,20;1846,60;2293,20;3400,70;4242,70;1675,20;19456,40;A
PG&E CORP;008264;PCG;31/12/2017;2017;INDL;C;D;STD;USD;68012,00;5641,00;3282,00;6136,00;6136,00;1660,00;17135,00;A
SEMPRA ENERGY;008272;SRE;31/12/2017;2017;INDL;C;D;STD;USD;50454,00;3949,00;2350,00;3840,00;3840,00;257,00;11207,00;A
PARKER-HANNIFIN CORP;008358;PH;30/06/2017;2017;INDL;C;D;STD;USD;15489,90;203,75;1484,06;1832,05;3224,28;983,41;12029,31;A
PAYCHEX INC;008402;PAYX;31/05/2017;2016;INDL;C;D;STD;USD;6833,70;94,30;1239,60;1366,50;2358,60;817,30;3151,30;A
PPL CORP;008455;PPL;31/12/2017;2017;INDL;C;D;STD;USD;41479,00;3133,00;3068,00;4076,00;4076,00;1128,00;7447,00;A
PEPSICO INC;008479;PEP;31/12/2017;2017;INDL;C;D;STD;USD;79804,00;2969,00;10820,00;13189,00;37041,00;4857,00;63525,00;A
PFIZER INC;008530;PFE;31/12/2017;2017;INDL;C;D;STD;USD;171797,00;1956,00;14847,00;21116,00;43219,00;21308,00;52546,00;A
EXELON CORP;008539;EXC;31/12/2017;2017;INDL;C;D;STD;USD;116700,00;7584,00;3701,00;7529,00;7529,00;3770,00;33531,00;A
ALTRIA GROUP INC;008543;MO;31/12/2017;2017;INDL;C;D;STD;USD;43202,00;199,00;9715,00;9924,00;12223,00;10222,00;19494,00;A
CONOCOPHILLIPS;008549;COP;31/12/2017;2017;INDL;C;D;STD;USD;73362,00;4591,00;1719,00;9329,00;10649,00;-855,00;29106,00;A
PITNEY BOWES INC;008606;PBI;31/12/2017;2017;INDL;C;D;STD;USD;6678,72;170,99;462,85;645,19;2009,62;261,34;3549,95;A
PROCTER & GAMBLE CO;008762;PG;30/06/2017;2017;INDL;C;D;STD;USD;120406,00;3384,00;14685,00;17505,00;35936,00;15326,00;65058,00;A
PUBLIC SERVICE ENTRP GRP INC;008810;PEG;31/12/2017;2017;INDL;C;D;STD;USD;42716,00;4190,00;2404,00;3415,00;3415,00;1574,00;9084,00;A
PULTEGROUP INC;008823;PHM;31/12/2017;2017;INDL;C;D;STD;USD;9686,65;32,05;951,40;1002,40;1884,19;447,22;8573,25;A
RAYTHEON CO;008972;RTN;31/12/2017;2017;INDL;C;D;STD;USD;30860,00;543,00;3318,00;3868,00;6822,00;2024,00;25348,00;I
AUTONATION INC;009063;AN;31/12/2017;2017;INDL;C;D;STD;USD;10271,50;313,40;767,20;925,80;3359,00;434,60;21534,60;A
ROCKWELL AUTOMATION;009203;ROK;30/09/2017;2017;INDL;C;D;STD;USD;7161,70;141,70;1032,70;1201,60;2793,10;825,70;6311,30;A
ROSS STORES INC;009248;ROST;31/01/2017;2016;INDL;C;D;STD;USD;5309,35;297,88;1802,64;2105,16;3995,57;1117,65;12866,76;A
ROWAN COMPANIES LTD;009258;RDC;31/12/2017;2017;INDL;C;D;STD;USD;8458,30;100,60;89,40;493,10;598,00;72,70;1282,80;I
RYDER SYSTEM INC;009299;R;31/12/2017;2017;INDL;C;D;STD;USD;11452,23;1860,44;507,22;1768,39;2609,44;790,56;7329,60;A
SCANA CORP;009445;SCG;31/12/2017;2017;INDL;C;D;STD;USD;18739,00;1225,00;1194,00;1576,00;1576,00;-119,00;4407,00;I
SCHLUMBERGER LTD;009465;SLB;31/12/2017;2017;INDL;C;D;STD;USD;71987,00;2383,00;2923,00;6263,00;7482,00;-1505,00;30440,00;A
SEALED AIR CORP;009555;SEE;31/12/2017;2017;INDL;C;D;STD;USD;5280,30;183,80;676,70;796,80;1524,20;814,90;4461,60;A
SHERWIN-WILLIAMS CO;009667;SHW;31/12/2017;2017;INDL;C;D;STD;USD;19958,43;222,77;2030,63;2522,39;7181,01;1772,26;14983,79;A
SMUCKER (JM) CO;009777;SJM;30/04/2017;2016;INDL;C;D;STD;USD;15639,70;192,40;1239,20;1656,80;3048,90;592,30;7388,50;A
SNAP-ON INC;009778;SNA;31/12/2017;2017;INDL;C;D;STD;USD;5249,10;82,00;927,90;1021,10;2135,80;557,70;4000,30;A
KEYCORP;009783;KEY;31/12/2017;2017;FS;C;D;STD;USD;137698,00;;;;;;;A
KEYCORP;009783;KEY;31/12/2017;2017;INDL;C;D;STD;USD;137698,00;112,00;3114,00;3114,00;5924,00;1296,00;6766,00;A
EDISON INTERNATIONAL;009846;EIX;31/12/2017;2017;INDL;C;D;STD;USD;52580,00;3828,00;2209,00;4250,00;4250,00;689,00;12320,00;A
SOUTHERN CO;009850;SO;31/12/2017;2017;INDL;C;D;STD;USD;111005,00;7423,00;5981,00;8991,00;8991,00;880,00;23031,00;A
SOUTHWEST AIRLINES;009882;LUV;31/12/2017;2017;INDL;C;D;STD;USD;25110,00;2249,00;3681,00;4899,00;7491,00;3488,00;21171,00;A
AT&T INC;009899;T;31/12/2017;2017;INDL;C;D;STD;USD;444097,00;21550,00;24974,00;49361,00;83410,00;29450,00;160789,00;A
SOUTHWESTERN ENERGY CO;009904;SWN;31/12/2017;2017;INDL;C;D;STD;USD;7521,00;1268,00;736,00;1240,00;1240,00;1046,00;3203,00;A
STANLEY BLACK & DECKER INC;010016;SWK;31/12/2017;2017;INDL;C;D;STD;USD;19079,90;442,40;1718,60;2179,30;5121,70;1226,00;12747,20;A
STATE STREET CORP;010035;STT;31/12/2017;2017;FS;C;D;STD;USD;238425,00;;;;;;;A
STATE STREET CORP;010035;STT;31/12/2017;2017;INDL;C;D;STD;USD;238425,00;637,00;5543,00;6283,00;11138,00;2177,00;11744,00;A
PUBLIC STORAGE;010096;PSA;31/12/2017;2017;FS;C;D;STD;USD;10732,89;;;;;;;A
PUBLIC STORAGE;010096;PSA;31/12/2017;2017;INDL;C;D;STD;USD;10732,89;0,00;1517,37;;1605,65;1442,22;2762,95;A
STRYKER CORP;010115;SYK;31/12/2017;2017;INDL;C;D;STD;USD;22197,00;598,00;2760,00;3402,00;8523,00;1020,00;12444,00;A
SYSCO CORP;010247;SYY;30/06/2017;2017;INDL;C;D;STD;USD;17756,66;686,38;2253,96;3017,25;11435,81;1142,50;55371,14;A
ATI INC -NEW;010405;ATI;31/12/2017;2017;INDL;C;D;STD;USD;5185,40;122,70;194,70;339,90;594,20;-91,90;3525,10;A
TERADYNE INC;010453;TER;31/12/2017;2017;INDL;C;D;STD;USD;3109,55;105,38;539,39;636,04;1289,99;257,69;2136,61;A
TEXAS INSTRUMENTS INC;010499;TXN;31/12/2017;2017;INDL;C;D;STD;USD;17642,00;695,00;6094,00;6998,00;10200,00;3682,00;14961,00;A
TEXTRON INC;010519;TXT;31/12/2017;2017;INDL;C;D;STD;USD;15340,00;423,00;1066,00;1497,00;2834,00;307,00;14198,00;A
THERMO FISHER SCIENTIFIC INC;010530;TMO;31/12/2017;2017;INDL;C;D;STD;USD;56669,00;508,00;3266,00;5294,00;10516,00;2225,00;20918,00;A
TOTAL SYSTEM SERVICES INC;010631;TSS;31/12/2017;2017;INDL;C;D;STD;USD;6331,69;70,04;749,36;1103,83;1525,62;586,19;4927,97;I
TYSON FOODS INC  -CL A;010793;TSN;30/09/2017;2017;INDL;C;D;STD;USD;28066,00;1069,00;3330,00;4079,00;5992,00;1774,00;38260,00;A
AMEREN CORP;010860;AEE;31/12/2017;2017;INDL;C;D;STD;USD;25945,00;2195,00;1458,00;2354,00;2354,00;523,00;6177,00;A
UNION PACIFIC CORP;010867;UNP;31/12/2017;2017;INDL;C;D;STD;USD;57806,00;3238,00;8147,00;10252,00;10252,00;10712,00;21240,00;A
UNITEDHEALTH GROUP INC;010903;UNH;31/12/2017;2017;FS;C;D;STD;USD;139058,00;;;;;;;A
UNITEDHEALTH GROUP INC;010903;UNH;31/12/2017;2017;INDL;C;D;STD;USD;139058,00;2023,00;15209,00;17454,00;47011,00;10558,00;201159,00;A
UNITED PARCEL SERVICE INC;010920;UPS;31/12/2017;2017;INDL;C;D;STD;USD;45403,00;5227,00;7509,00;9791,00;9791,00;4910,00;65872,00;A
VF CORP;011060;VFC;31/12/2017;2017;INDL;C;D;STD;USD;9958,50;169,55;1554,31;1831,45;6253,86;614,92;11811,18;A
VARIAN MEDICAL SYSTEMS INC;011115;VAR;30/09/2017;2017;INDL;C;D;STD;USD;3179,40;59,10;407,60;477,90;1225,90;249,60;2668,20;I
VORNADO REALTY TRUST;011220;VNO;31/12/2017;2017;FS;C;D;STD;USD;17397,93;;;;;;;A
VORNADO REALTY TRUST;011220;VNO;31/12/2017;2017;INDL;C;D;STD;USD;17397,93;0,00;663,60;;824,37;227,42;2140,36;A
VULCAN MATERIALS CO;011228;VMC;31/12/2017;2017;INDL;C;D;STD;USD;9504,89;459,57;676,64;982,61;1306,53;601,19;3890,30;A
WALMART INC;011259;WMT;31/01/2017;2016;INDL;C;D;STD;USD;198825,00;10619,00;19514,00;29594,00;130978,00;13643,00;482154,00;A
WESTERN DIGITAL CORP;011399;WDC;30/06/2017;2017;INDL;C;D;STD;USD;29860,00;578,00;2375,00;4503,00;8127,00;397,00;19093,00;A
WEYERHAEUSER CO;011456;WY;31/12/2017;2017;INDL;C;D;STD;USD;18059,00;419,00;1487,00;2008,00;2419,00;582,00;7196,00;A
WHIRLPOOL CORP;011465;WHR;31/12/2017;2017;INDL;C;D;STD;USD;20038,00;684,00;1454,00;2108,00;4212,00;350,00;21288,00;A
WILLIAMS COS INC;011506;WMB;31/12/2017;2017;INDL;C;D;STD;USD;46352,00;2399,00;1846,00;3582,00;4146,00;2174,00;8031,00;A
WEC ENERGY GROUP INC;011550;WEC;31/12/2017;2017;INDL;C;D;STD;USD;31590,50;1959,50;1785,20;2583,80;2583,80;1204,90;7648,50;A
XEROX HOLDINGS CORP;011636;XRX;31/12/2017;2017;INDL;C;D;STD;USD;15946,00;69,00;1073,00;1596,00;4673,00;195,00;10265,00;A
TJX COS INC (THE);011672;TJX;31/01/2017;2016;INDL;C;D;STD;USD;12883,81;1024,75;3849,52;4514,02;10282,49;2298,23;33183,74;A
ZIONS BANCORPORATION NA;011687;ZION;31/12/2017;2017;FS;C;D;STD;USD;66288,00;;;;;;;A
ZIONS BANCORPORATION NA;011687;ZION;31/12/2017;2017;INDL;C;D;STD;USD;66288,00;169,00;1136,00;1315,00;2585,00;592,00;2736,00;A
ANADARKO PETROLEUM CORP;011923;APC;31/12/2017;2017;INDL;C;D;STD;USD;42086,00;5031,00;-1589,00;3478,00;6285,00;-456,00;10969,00;I
NOBLE CORP PLC;011925;NE;31/12/2017;2017;INDL;C;D;STD;USD;10794,66;111,14;-36,58;511,41;583,05;-516,51;1213,28;A
BIG LOTS INC;012123;BIG;31/01/2017;2016;INDL;C;D;STD;USD;1607,71;89,78;277,02;397,46;2099,42;152,83;5200,44;A
MORGAN STANLEY;012124;MS;31/12/2017;2017;FS;C;D;STD;USD;851733,00;;;;;;;A
MORGAN STANLEY;012124;MS;31/12/2017;2017;INDL;C;D;STD;USD;851733,00;1629,00;15913,00;17666,00;17666,00;6111,00;43642,00;A
PRICE (T. ROWE) GROUP;012138;TROW;31/12/2017;2017;FS;C;D;STD;USD;7534,70;;;;;;;A
PRICE (T. ROWE) GROUP;012138;TROW;31/12/2017;2017;INDL;C;D;STD;USD;7534,70;186,10;2058,80;2202,40;2202,40;1497,80;4793,00;A
MICROSOFT CORP;012141;MSFT;30/06/2017;2017;INDL;C;D;STD;USD;241086,00;8129,00;22632,00;30432,00;63489,00;21204,00;89950,00;A
ORACLE CORP;012142;ORCL;31/05/2017;2016;INDL;C;D;STD;USD;134991,00;2021,00;13167,00;15618,00;31259,00;9335,00;37728,00;A
HARLEY-DAVIDSON INC;012389;HOG;31/12/2017;2017;INDL;C;D;STD;USD;9972,67;206,29;1071,46;1293,64;2603,53;521,76;5647,22;A
ADOBE INC;012540;ADBE;30/11/2017;2017;INDL;C;D;STD;USD;14535,56;178,12;2168,10;2478,60;6524,95;1693,95;7301,51;A
UNUM GROUP;012726;UNM;31/12/2017;2017;FS;C;D;STD;USD;64013,10;;;;;;;A
UNUM GROUP;012726;UNM;31/12/2017;2017;INDL;C;D;STD;USD;64013,10;105,30;1563,90;1672,10;1672,10;994,20;11286,80;A
CERNER CORP;012850;CERN;31/12/2017;2017;INDL;C;D;STD;USD;6469,31;362,08;960,54;1541,79;4605,61;866,98;5142,27;I
SUNOCO LP;012892;SUN;31/12/2017;2017;INDL;C;D;STD;USD;8344,00;103,00;343,00;512,00;1108,00;149,00;11723,00;A
PROGRESSIVE CORP-OHIO;013341;PGR;31/12/2017;2017;FS;C;D;STD;USD;38701,20;;;;;;;A
PROGRESSIVE CORP-OHIO;013341;PGR;31/12/2017;2017;INDL;C;D;STD;USD;38701,20;155,70;2291,80;2527,90;2527,90;1592,20;26814,90;A
CARNIVAL CORPORATION & PLC;013498;CCL;30/11/2017;2017;INDL;C;D;STD;USD;40778,00;2944,00;2901,00;4747,00;7009,00;2606,00;17510,00;A
CELGENE CORP;013599;CELG;31/12/2017;2017;INDL;C;D;STD;USD;30141,00;279,00;5805,00;6275,00;12683,00;2940,00;13003,00;I
TIFFANY & CO;013646;TIF;31/01/2017;2016;INDL;C;D;STD;USD;5097,60;222,80;759,20;965,10;2696,20;446,10;4001,80;I
DENTSPLY SIRONA INC;013700;XRAY;31/12/2017;2017;INDL;C;D;STD;USD;10374,50;144,30;545,50;861,90;2507,30;-1550,00;3993,40;A
SCHWAB (CHARLES) CORP;013988;SCHW;31/12/2017;2017;FS;C;D;STD;USD;243274,00;;;;;;;A
SCHWAB (CHARLES) CORP;013988;SCHW;31/12/2017;2017;INDL;C;D;STD;USD;243274,00;400,00;3828,00;4097,00;4097,00;2354,00;8960,00;A
FASTENAL CO;014225;FAST;31/12/2017;2017;INDL;C;D;STD;USD;2910,50;119,90;880,80;1008,20;2291,00;578,60;4390,50;A
AMPHENOL CORP;014282;APH;31/12/2017;2017;INDL;C;D;STD;USD;10003,90;226,60;1431,60;1653,20;2531,50;650,50;7011,30;A
PIONEER NATURAL RESOURCES CO;014359;PXD;31/12/2017;2017;INDL;C;D;STD;USD;17003,00;2701,00;301,00;1732,00;2152,00;833,00;5294,00;I
WASTE MANAGEMENT INC;014477;WM;31/12/2017;2017;INDL;C;D;STD;USD;21829,00;1509,00;2631,00;4103,00;5571,00;1949,00;14485,00;A
DELL TECHNOLOGIES INC;014489;DELL;31/01/2017;2016;INDL;C;D;STD;USD;118206,00;699,00;-1764,00;3075,00;15813,00;-1672,00;61642,00;A
FREEPORT-MCMORAN INC;014590;FCX;31/12/2017;2017;INDL;C;D;STD;USD;37302,00;1410,00;3877,00;5974,00;6530,00;1817,00;16403,00;A
CINCINNATI FINANCIAL CORP;014824;CINF;31/12/2017;2017;FS;C;D;STD;USD;21843,00;;;;;;;A
CINCINNATI FINANCIAL CORP;014824;CINF;31/12/2017;2017;INDL;C;D;STD;USD;21843,00;16,00;783,00;811,00;811,00;1045,00;5732,00;A
DEVON ENERGY CORP;014934;DVN;31/12/2017;2017;INDL;C;D;STD;USD;30241,00;2805,00;1008,00;3361,00;4396,00;898,00;13949,00;A
LABCORP HOLDINGS INC;014960;LH;31/12/2017;2017;INDL;C;D;STD;USD;16568,00;312,90;1546,50;2069,80;3770,80;1268,20;10441,40;A
VALERO ENERGY CORP;015247;VLO;31/12/2017;2017;INDL;C;D;STD;USD;50158,00;1451,00;3660,00;4960,00;5795,00;4065,00;88407,00;A
STAPLES INC;015521;SPLS;31/01/2017;2016;INDL;C;D;STD;USD;8271,00;255,00;856,00;1285,00;5140,00;-1497,00;18247,00;I
PEOPLE'S UNITED FINL INC;016245;PBCT;31/12/2017;2017;FS;C;D;STD;USD;44453,40;;;;;;;I
PEOPLE'S UNITED FINL INC;016245;PBCT;31/12/2017;2017;INDL;C;D;STD;USD;44453,40;29,00;682,30;751,40;1425,00;337,20;1652,90;I
EOG RESOURCES INC;016478;EOG;31/12/2017;2017;INDL;C;D;STD;USD;29833,08;4124,24;987,89;4608,52;8523,17;2582,58;11225,81;A
ELECTRONIC ARTS INC;016721;EA;31/03/2017;2016;INDL;C;D;STD;USD;7718,00;123,00;1224,00;1388,00;3705,00;967,00;4845,00;A
NEWS CORP;018043;NWSA;30/06/2017;2017;INDL;C;D;STD;USD;14552,00;256,00;452,00;901,00;3610,00;-738,00;8139,00;A
GANNETT CO INC;019574;GCI;31/12/2017;2017;INDL;C;D;STD;USD;1283,55;11,09;79,86;151,83;599,18;-0,92;1342,00;A
SLM CORP;020430;SLM;31/12/2017;2017;FS;C;D;STD;USD;21779,58;;;;;;;A
SLM CORP;020430;SLM;31/12/2017;2017;INDL;C;D;STD;USD;21779,58;0,00;607,65;619,29;619,29;288,93;1466,20;A
CISCO SYSTEMS INC;020779;CSCO;31/07/2017;2017;INDL;C;D;STD;USD;129818,00;964,00;12739,00;14692,00;31918,00;9609,00;48005,00;A
XILINX INC;022325;XLNX;31/03/2017;2016;INDL;C;D;STD;USD;4740,53;72,05;699,39;749,94;1686,54;622,51;2349,33;I
AUTOZONE INC;023809;AZO;31/08/2017;2017;INDL;C;D;STD;USD;9259,78;553,83;2080,07;2403,12;6062,67;1280,87;10888,68;A
UNITED STATES STEEL CORP;023978;X;31/12/2017;2017;INDL;C;D;STD;USD;9862,00;505,00;510,00;1011,00;1386,00;387,00;12250,00;A
AES CORP (THE);024216;AES;31/12/2017;2017;INDL;C;D;STD;USD;33112,00;2177,00;2280,00;3319,00;3525,00;-1161,00;10530,00;A
MONSTER BEVERAGE CORP;024316;MNST;31/12/2017;2017;INDL;C;D;STD;USD;4791,01;83,44;1198,20;1247,09;2185,99;820,68;3368,46;A
BIOGEN INC;024468;BIIB;31/12/2017;2017;INDL;C;D;STD;USD;23652,60;867,40;5709,00;6638,80;10809,40;2539,10;12273,90;A
KIMCO REALTY CORP;024731;KIM;31/12/2017;2017;FS;C;D;STD;USD;11763,73;;;;;;;A
KIMCO REALTY CORP;024731;KIM;31/12/2017;2017;INDL;C;D;STD;USD;11763,73;0,00;468,05;;592,14;426,08;1331,41;A
PERRIGO CO PLC;024782;PRGO;31/12/2017;2017;INDL;C;D;STD;USD;11628,80;88,60;656,30;1101,10;2424,30;119,60;4946,20;A
QUALCOMM INC;024800;QCOM;30/09/2017;2017;INDL;C;D;STD;USD;65486,00;690,00;5326,00;6787,00;14900,00;2466,00;23231,00;A
GILEAD SCIENCES INC;024856;GILD;31/12/2017;2017;INDL;C;D;STD;USD;70283,00;590,00;14448,00;15593,00;22881,00;4628,00;26107,00;A
ROPER TECHNOLOGIES INC;024925;ROP;31/12/2017;2017;INDL;C;D;STD;USD;14316,41;48,75;1210,24;1553,76;3208,31;971,77;4607,47;A
TIME WARNER INC;025056;TWX;31/12/2017;2017;INDL;C;D;STD;USD;69209,00;656,00;8285,00;8979,00;14132,00;5247,00;31271,00;I
BOSTON SCIENTIFIC CORP;025279;BSX;31/12/2017;2017;INDL;C;D;STD;USD;19042,00;319,00;1693,00;2530,00;6734,00;104,00;9048,00;A
KOHL'S CORP;025283;KSS;31/01/2017;2016;INDL;C;D;STD;USD;13574,00;768,00;1223,00;2161,00;6742,00;556,00;18686,00;A
D R HORTON INC;025340;DHI;30/09/2017;2017;INDL;C;D;STD;USD;12184,60;157,30;1591,10;1640,50;3112,10;1038,40;14105,50;A
EXPRESS SCRIPTS HOLDING CO;025356;ESRX;31/12/2017;2017;INDL;C;D;STD;USD;54255,80;267,40;5628,70;7208,10;8896,40;4517,40;100064,60;I
STARBUCKS CORP;025434;SBUX;30/09/2017;2017;INDL;C;D;STD;USD;14365,60;1519,40;3908,10;4919,50;6312,80;2884,70;22386,80;A
PATTERSON COS INC;025880;PDCO;30/04/2017;2016;INDL;C;D;STD;USD;3507,91;47,02;325,90;365,90;1341,40;170,89;5593,13;A
ALCOA CORP;027638;AA;31/12/2017;2017;INDL;C;D;STD;USD;17447,00;405,00;1569,00;2319,00;2635,00;217,00;11652,00;A
CHESAPEAKE ENERGY CORP;027786;CHK;31/12/2017;2017;INDL;C;D;STD;USD;12425,00;2492,00;1519,00;2514,00;2776,00;949,00;9496,00;A
ALLERGAN PLC;027845;AGN;31/12/2017;2017;INDL;C;D;STD;USD;118341,90;349,90;-61,50;7307,10;13957,30;-4125,50;15940,70;I
HUMANA INC;027914;HUM;31/12/2017;2017;FS;C;D;STD;USD;27178,00;;;;;;;A
HUMANA INC;027914;HUM;31/12/2017;2017;INDL;C;D;STD;USD;27178,00;526,00;3493,00;3978,00;10343,00;2448,00;53732,00;A
INTUIT INC;027928;INTU;31/07/2017;2017;INDL;C;D;STD;USD;4068,00;230,00;1395,00;1631,00;4602,00;971,00;5177,00;A
MICROCHIP TECHNOLOGY INC;027965;MCHP;31/03/2017;2016;INDL;C;D;STD;USD;7686,88;75,31;592,14;1061,35;2078,51;164,64;3407,81;A
CHUBB LTD;028034;CB;31/12/2017;2017;FS;C;D;STD;USD;167022,00;;;;;;;A
CHUBB LTD;028034;CB;31/12/2017;2017;INDL;C;D;STD;USD;167022,00;0,00;4168,00;;4168,00;3861,00;32207,00;A
FOSSIL GROUP INC;028118;FOSL;31/12/2017;2017;INDL;C;D;STD;USD;1658,37;25,52;31,02;112,00;1439,81;-478,17;2788,16;A
O'REILLY AUTOMOTIVE INC;028180;ORLY;31/12/2017;2017;INDL;C;D;STD;USD;7571,89;465,94;1716,30;1951,65;4956,03;1133,80;8977,73;A
JABIL INC;028195;JBL;31/08/2017;2017;INDL;C;D;STD;USD;11096,00;716,49;572,74;1333,12;2270,50;129,09;19063,12;A
ALLSTATE CORP;028349;ALL;31/12/2017;2017;FS;C;D;STD;USD;112422,00;;;;;;;A
ALLSTATE CORP;028349;ALL;31/12/2017;2017;INDL;C;D;STD;USD;112422,00;299,00;3972,00;4367,00;4367,00;3189,00;37834,00;A
FLIR SYSTEMS INC;028477;FLIR;31/12/2017;2017;INDL;C;D;STD;USD;2810,03;42,11;336,09;405,89;934,96;107,22;1800,43;I
EQUITY RESIDENTIAL;028733;EQR;31/12/2017;2017;FS;C;D;STD;USD;20570,60;;;;;;;A
EQUITY RESIDENTIAL;028733;EQR;31/12/2017;2017;INDL;C;D;STD;USD;20570,60;1,51;850,24;;902,46;603,45;2474,17;A
BORGWARNER INC;028742;BWA;31/12/2017;2017;INDL;C;D;STD;USD;9787,60;560,00;1221,60;1629,40;2527,90;439,90;9799,30;A
MARRIOTT INTL INC;028930;MAR;31/12/2017;2017;INDL;C;D;STD;USD;23948,00;240,00;2521,00;2936,00;2936,00;1372,00;22891,00;A
COSTCO WHOLESALE CORP;029028;COST;31/08/2017;2017;INDL;C;D;STD;USD;36347,00;2502,00;4060,00;5430,00;18462,00;2679,00;129025,00;A
URBAN OUTFITTERS INC;029150;URBN;31/01/2017;2016;INDL;C;D;STD;USD;1902,64;143,71;338,53;471,66;1377,74;218,12;3545,79;A
OVINTIV EXPLORATION INC;029173;NFX;31/12/2017;2017;INDL;C;D;STD;USD;4961,00;1289,00;517,00;984,00;1182,00;427,00;1767,00;I
SIMON PROPERTY GROUP INC;029389;SPG;31/12/2017;2017;FS;C;D;STD;USD;32257,64;;;;;;;A
SIMON PROPERTY GROUP INC;029389;SPG;31/12/2017;2017;INDL;C;D;STD;USD;32257,64;0,00;3202,61;;3551,90;1947,96;5938,91;A
EASTMAN CHEMICAL CO;029392;EMN;31/12/2017;2017;INDL;C;D;STD;USD;15999,00;649,00;1652,00;2236,00;3150,00;1384,00;9549,00;A
INVESCO LTD;029804;IVZ;31/12/2017;2017;FS;C;D;STD;USD;31668,80;;;;;;;A
INVESCO LTD;029804;IVZ;31/12/2017;2017;INDL;C;D;STD;USD;31668,80;111,70;1382,70;1499,50;1499,50;1127,30;5160,30;A
AVALONBAY COMMUNITIES INC;029875;AVB;31/12/2017;2017;FS;C;D;STD;USD;18414,82;;;;;;;A
AVALONBAY COMMUNITIES INC;029875;AVB;31/12/2017;2017;INDL;C;D;STD;USD;18414,82;8,81;853,65;;907,06;876,92;2225,88;A
PROLOGIS INC;029984;PLD;31/12/2017;2017;FS;C;D;STD;USD;29481,08;;;;;;;A
PROLOGIS INC;029984;PLD;31/12/2017;2017;INDL;C;D;STD;USD;29481,08;0,00;1033,36;;1264,42;1652,33;2880,43;A
INGERSOLL RAND INC;030098;IR;31/12/2017;2017;INDL;C;D;STD;USD;4621,20;56,80;150,40;324,20;944,50;18,40;2375,40;A
APARTMENT INVST & MGMT CO;030490;AIV;31/12/2017;2017;FS;C;D;STD;USD;6079,04;;;;;;;A
APARTMENT INVST & MGMT CO;030490;AIV;31/12/2017;2017;INDL;C;D;STD;USD;6079,04;0,00;202,32;;257,33;315,77;1013,77;A
TECHNIPFMC PLC;030923;FTI;31/12/2017;2017;INDL;C;D;STD;USD;28263,70;255,70;1258,50;1873,20;3147,00;113,30;15056,90;A
CAPITAL ONE FINANCIAL CORP;030990;COF;31/12/2017;2017;FS;C;D;STD;USD;365693,00;;;;;;;A
CAPITAL ONE FINANCIAL CORP;030990;COF;31/12/2017;2017;INDL;C;D;STD;USD;365693,00;1018,00;7083,00;7990,00;7990,00;1982,00;30089,00;A
DOLLAR TREE INC;031587;DLTR;31/01/2017;2016;INDL;C;D;STD;USD;15701,60;564,70;1704,80;2342,30;7032,20;896,20;20719,20;A
DARDEN RESTAURANTS INC;031846;DRI;31/05/2017;2016;INDL;C;D;STD;USD;5504,20;293,00;705,30;980,00;1571,20;479,10;7170,20;A
ALTAIR ENGINEERING INC;032530;ALTR;31/12/2017;2017;INDL;C;D;STD;USD;287,87;7,52;-35,26;-23,51;237,66;-99,41;337,95;A
SEA LIMITED;032546;SE;31/12/2017;2017;INDL;C;D;STD;USD;1988,28;67,36;-502,36;-461,43;120,79;-560,49;417,69;A
DOW INC;034443;DOW;31/12/2017;2017;INDL;C;D;STD;USD;79940,00;3331,00;5999,00;9044,00;13621,00;466,00;55508,00;A
BEAM THERAPEUTICS INC;035714;BEAM;31/12/2017;2017;INDL;C;D;STD;USD;2,40;0,35;-7,88;-7,87;0,00;-8,00;0,00;A
LIFE STORAGE INC;060914;LSI;31/12/2017;2017;FS;C;D;STD;USD;3876,77;;;;;;;I
LIFE STORAGE INC;060914;LSI;31/12/2017;2017;INDL;C;D;STD;USD;3876,77;0,00;181,60;;224,71;96,37;533,07;I
