Global Company Key;Historical CRSP PERMNO Link to COMPUSTAT Record;Ticker Symbol;CUSIP;Fiscal year end;Fiscal quarter end;Date;Book/Market;Return on Assets;Return on Equity;Return on Capital Employed;Total Debt/Total Assets;Total Debt/Equity
062655;83421;DF;24237020;31/12/2018;31/12/2018;28/02/2019;0,91;0,05;-0,64;-0,02;0,85;5,95
063501;83862;ETFC;26924640;31/12/2018;31/12/2018;28/02/2019;0,55;0,03;0,17;0,20;0,90;8,89
063527;83906;SRCL;85891210;31/12/2018;31/12/2018;28/02/2019;0,87;0,09;-0,09;0,06;0,60;1,49
063892;84032;NOV;63707110;31/12/2018;31/12/2018;28/02/2019;1,46;0,05;0,00;0,01;0,30;0,43
011687;84129;ZION;98970110;31/12/2018;31/12/2018;28/02/2019;0,92;0,02;0,13;0,10;0,89;8,07
064166;84373;DGX;74834L10;31/12/2018;31/12/2018;28/02/2019;0,49;0,14;0,14;0,14;0,51;1,08
014794;84387;CMT;21868310;31/12/2018;31/12/2018;28/02/2019;1,79;0,06;-0,05;0,01;0,51;1,03
014282;84769;APH;03209510;31/12/2018;31/12/2018;28/02/2019;0,18;0,20;0,28;0,22;0,60;1,49
064768;84788;AMZN;02313510;31/12/2018;31/12/2018;28/02/2019;0,06;0,17;0,27;0,15;0,73;2,73
015247;85269;VLO;91913Y10;31/12/2018;31/12/2018;28/02/2019;0,85;0,12;0,12;0,14;0,55;1,27
065417;85348;YUM;98849810;31/12/2018;31/12/2018;28/02/2019;;0,53;;0,82;2,92;-1,52
065609;85459;CHRW;12541W20;31/12/2018;31/12/2018;28/02/2019;0,14;0,23;0,43;0,31;0,64;1,78
066368;85753;VRSN;92343E10;31/12/2018;31/12/2018;28/02/2019;;0,34;;0,99;1,72;-2,38
066446;85792;PWR;74762E10;31/12/2018;31/12/2018;28/02/2019;0,90;0,12;0,08;0,13;0,49;0,96
028930;85913;MAR;57190320;31/12/2018;31/12/2018;28/02/2019;0,07;0,12;0,54;0,21;0,91;9,65
009555;85926;SEE;81211K10;31/12/2018;31/12/2018;28/02/2019;;0,17;;0,22;1,07;-15,49
109079;85939;RLH;75676410;31/12/2018;31/12/2018;28/02/2019;0,83;0,04;0,01;-0,02;0,25;0,38
110685;86021;LLL;50241310;31/12/2018;31/12/2018;28/02/2019;0,44;0,10;0,14;0,13;0,56;1,30
066731;86102;FII;31421110;31/12/2018;31/12/2018;28/02/2019;0,38;0,26;0,23;0,36;0,33;0,59
008272;86136;SRE;81685110;31/12/2018;31/12/2018;28/02/2019;0,59;0,07;0,06;0,07;0,68;2,41
111864;86158;CTSH;19244610;31/12/2018;31/12/2018;28/02/2019;0,32;0,22;0,19;0,25;0,28;0,39
112168;86228;RSG;76075910;31/12/2018;31/12/2018;28/02/2019;0,34;0,13;0,13;0,10;0,63;1,73
114524;86356;EBAY;27864210;31/12/2018;31/12/2018;28/02/2019;0,36;0,12;0,24;0,14;0,72;2,63
119314;86783;BKNG;09857L10;31/12/2018;31/12/2018;28/02/2019;0,12;0,24;0,38;0,28;0,61;1,58
120093;86799;CNX;12653C10;31/12/2018;31/12/2018;28/02/2019;2,08;0,13;0,18;0,08;0,41;0,81
114628;86868;GS;38141G10;31/12/2018;31/12/2018;28/02/2019;1,24;0,03;0,14;0,05;0,90;9,31
121718;86979;JNPR;48203R10;31/12/2018;31/12/2018;28/02/2019;0,52;0,08;0,12;0,09;0,48;0,94
014934;87137;DVN;25179M10;31/12/2018;31/12/2018;28/02/2019;0,99;0,13;0,08;0,09;0,53;1,13
124434;87267;BLK;09247X10;31/12/2018;31/12/2018;28/02/2019;0,58;0,03;0,12;0,15;0,79;3,89
125595;87299;AKAM;00971T10;31/12/2018;31/12/2018;28/02/2019;0,32;0,17;0,09;0,10;0,42;0,71
010920;87447;UPS;91131210;31/12/2018;31/12/2018;28/02/2019;0,06;0,20;1,50;0,29;0,94;15,55
133366;87657;EW;28176E10;31/12/2018;31/12/2018;28/02/2019;0,10;0,20;0,24;0,27;0,41;0,70
004494;87717;EXPD;30213010;31/12/2018;31/12/2018;28/02/2019;0,17;0,26;0,31;0,40;0,40;0,67
133768;87842;MET;59156R10;31/12/2018;31/12/2018;28/02/2019;1,39;0,01;0,09;0,10;0,92;11,30
024316;88031;MNST;61174X10;31/12/2018;31/12/2018;28/02/2019;0,13;0,29;0,26;0,34;0,20;0,25
136725;88352;ISRG;46120E60;31/12/2018;31/12/2018;28/02/2019;0,12;0,20;0,20;0,22;0,15;0,17
004094;88590;DNB;26483E10;31/12/2018;31/12/2018;28/02/2019;;0,26;;0,73;1,38;-3,56
004818;88853;FLR;34341210;31/12/2018;31/12/2018;28/02/2019;0,66;0,07;0,07;0,08;0,65;1,96
165993;89003;FIS;31620M10;31/12/2018;31/12/2018;28/02/2019;0,35;0,13;0,07;0,09;0,57;1,33
142953;89006;MDLZ;60920710;31/12/2018;31/12/2018;28/02/2019;0,50;0,08;0,12;0,09;0,59;1,44
144559;89070;ZBH;98956P10;31/12/2018;31/12/2018;28/02/2019;0,58;0,10;-0,03;0,07;0,53;1,14
145046;89179;ANTM;03675210;31/12/2018;31/12/2018;28/02/2019;0,45;0,10;0,13;0,12;0,60;1,51
145701;89195;PFG;74251V10;31/12/2018;31/12/2018;28/02/2019;1,00;0,01;0,12;0,11;0,95;20,30
143356;89258;PRU;74432010;31/12/2018;31/12/2018;28/02/2019;1,45;0,01;0,08;0,08;0,94;15,76
147579;89393;NFLX;64110L10;31/12/2018;31/12/2018;28/02/2019;0,04;0,08;0,27;0,13;0,80;3,96
003226;89525;CMCSA;20030N10;31/12/2018;31/12/2018;28/02/2019;0,64;0,14;0,12;0,12;0,71;2,48
149318;89533;WYNN;98313410;31/12/2018;31/12/2018;28/02/2019;0,19;0,14;0,38;0,11;0,86;5,61
149070;89626;CME;12572Q10;31/12/2018;31/12/2018;28/02/2019;0,47;0,04;0,07;0,09;0,66;1,99
157057;90038;AIZ;04621X10;31/12/2018;31/12/2018;28/02/2019;0,87;0,04;0,06;0,08;0,88;6,66
135990;90071;NRG;62937750;31/12/2018;31/12/2018;28/02/2019;;0,09;;0,10;1,11;-9,60
158354;90162;GNW;37247D10;31/12/2018;31/12/2018;28/02/2019;5,35;0,01;0,01;0,04;0,86;6,97
260774;90199;CBRE;12504L10;31/12/2018;31/12/2018;28/02/2019;0,37;0,13;0,23;0,15;0,63;1,71
160329;90319;GOOGL;02079K30;31/12/2018;31/12/2018;28/02/2019;0,25;0,19;0,19;0,19;0,24;0,31
162129;90386;MOS;61945C10;31/12/2018;31/12/2018;28/02/2019;1,02;0,10;0,04;0,07;0,47;0,92
149337;90601;NDAQ;63110310;31/12/2018;31/12/2018;28/02/2019;0,44;0,08;0,07;0,11;0,65;1,88
164296;90805;DISCA;25470F10;31/12/2018;31/12/2018;28/02/2019;0,78;0,15;0,08;0,12;0,68;2,63
126296;90808;EXPE;30212P30;31/12/2018;31/12/2018;28/02/2019;0,25;0,10;0,09;0,09;0,68;3,01
163946;90829;CF;12526910;31/12/2018;31/12/2018;28/02/2019;0,42;0,12;0,07;0,09;0,55;2,34
164708;90880;AMP;03076C10;31/12/2018;31/12/2018;28/02/2019;0,39;0,02;0,36;0,25;0,96;23,56
163610;90993;ICE;45866F10;31/12/2018;31/12/2018;28/02/2019;0,46;0,04;0,10;0,11;0,81;4,39
165914;91068;CMG;16965610;31/12/2018;31/12/2018;28/02/2019;0,12;0,26;0,13;;;
160225;91233;MA;57636Q10;31/12/2018;31/12/2018;28/02/2019;0,03;0,38;1,06;0,74;0,78;3,59
174490;91391;WIN;97382A30;31/12/2018;31/12/2018;28/02/2019;;0,18;;0,05;1,19;-6,34
174729;91392;WYND;98310W10;31/12/2018;31/12/2018;28/02/2019;;0,11;;0,15;1,08;-13,46
175263;91461;WU;95980210;31/12/2018;31/12/2018;28/02/2019;;0,15;;0,40;1,03;-30,04
165123;91547;LDOS;52532710;31/12/2018;31/12/2018;28/02/2019;0,45;0,12;0,16;0,12;0,62;1,65
175404;91611;FSLR;33643310;31/12/2018;31/12/2018;28/02/2019;1,17;0,02;0,03;0,01;0,27;0,37
017874;91937;TMUS;87259010;31/12/2018;31/12/2018;28/02/2019;0,54;0,17;0,10;0,10;0,66;1,93
177376;92121;DFS;25470910;31/12/2018;31/12/2018;28/02/2019;0,54;0,04;0,26;0,12;0,90;8,84
178310;92293;TDC;88076W10;31/12/2018;31/12/2018;28/02/2019;0,11;0,09;0,05;0,07;0,79;3,77
179621;92602;PM;71817210;31/12/2018;31/12/2018;28/02/2019;;0,30;;0,55;1,27;-4,06
010903;92655;UNH;91324P10;31/12/2018;31/12/2018;28/02/2019;0,23;0,14;0,23;0,21;0,63;1,86
154357;93422;QEP;74733V10;31/12/2018;31/12/2018;28/02/2019;2,27;-0,05;-0,28;-0,22;0,55;1,22
